,image_id,desc
8756,2410399168_1462c422d4,startseq one dog is jumping in the air and the other is standing next to it endseq
8757,2410399168_1462c422d4,startseq the two dogs are jumping around endseq
8758,2410399168_1462c422d4,startseq two dogs are playing endseq
8759,2410399168_1462c422d4,startseq two large brown and white dogs are playing in grassy area endseq
8760,241046599_28b0ca7b9f,startseq miniature dachshund has an apron on its back endseq
8761,241046599_28b0ca7b9f,startseq small brown dog is running across the grass wearing purple and green coat endseq
8762,241046599_28b0ca7b9f,startseq small dog wearing purple and green cape endseq
8763,241046599_28b0ca7b9f,startseq brown dog with green and purple cape runs on grass endseq
8764,241046599_28b0ca7b9f,startseq the dog is wearing purple cape endseq
8765,2410562803_56ec09f41c,startseq girl using laptop another girl and boy looking at his cellphone endseq
8766,2410562803_56ec09f41c,startseq group of people sit against building and use electronics endseq
8767,2410562803_56ec09f41c,startseq three people sit near street endseq
8768,2410562803_56ec09f41c,startseq three people sitting in front of store on bench endseq
8769,2410562803_56ec09f41c,startseq three young people sit outside and engage with electronic devices endseq
8770,2410618963_fb78307d18,startseq boy in an orange shirt runs across parking lot with graffiti on the wall behind him endseq
8771,2410618963_fb78307d18,startseq boy wearing red jersey is running in the street endseq
8772,2410618963_fb78307d18,startseq young boy in an orange shirt is smiling as he runs in city scene endseq
8773,2410618963_fb78307d18,startseq young boy in blue shorts and red shirt runs by graffiti endseq
8774,2410618963_fb78307d18,startseq young man running on sidewalk with graffiti in the background endseq
8775,241109594_3cb90fe2a3,startseq black and white dog is biting onto stick in the water endseq
8776,241109594_3cb90fe2a3,startseq black and white dog swimming with stick in its mouth endseq
8777,241109594_3cb90fe2a3,startseq dog swimming in the water with stick in its mouth endseq
8778,241109594_3cb90fe2a3,startseq dog swims retrieving stick endseq
8779,241109594_3cb90fe2a3,startseq this black and white dog is retrieving stick from the water endseq
8780,2411824767_4eb1fae823,startseq brown and white dog leaps endseq
8781,2411824767_4eb1fae823,startseq brown dog is jumping over grassy mound near to lake endseq
8782,2411824767_4eb1fae823,startseq corgi jumps off bale of hay water and buildings behind it endseq
8783,2411824767_4eb1fae823,startseq dog jumps over hay endseq
8784,2411824767_4eb1fae823,startseq small brown and white dog is jumping over bushels of hay endseq
8785,2412390588_a89cab30f4,startseq boy in red jacket points at red tulips endseq
8786,2412390588_a89cab30f4,startseq boy in red is pointing to red tulip endseq
8787,2412390588_a89cab30f4,startseq child in red jacket is pointing at beautiful orange flowers endseq
8788,2412390588_a89cab30f4,startseq child in red longsleeve shirt is pointing at the red tulips endseq
8789,2412390588_a89cab30f4,startseq the child in the red jacket is looking at the flowers endseq
8790,241345323_f53eb5eec4,startseq football game endseq
8791,241345323_f53eb5eec4,startseq oklahoma football player standing endseq
8792,241345323_f53eb5eec4,startseq play just beginning during football game endseq
8793,241345323_f53eb5eec4,startseq football players playing football game endseq
8794,241345323_f53eb5eec4,startseq sooners football player number plays in game endseq
8795,241345427_ece0d186c2,startseq football player dodges tackle from his opponent endseq
8796,241345427_ece0d186c2,startseq football player in red chases football player in blue endseq
8797,241345427_ece0d186c2,startseq football player in red is trying to tackle another player who has the ball endseq
8798,241345427_ece0d186c2,startseq football player wears jersey wuth the number on it endseq
8799,241345427_ece0d186c2,startseq the football player in the gold helmet is running endseq
8800,241345446_2e47ae8ddc,startseq discouraged looking football coach endseq
8801,241345446_2e47ae8ddc,startseq football coach holds headset endseq
8802,241345446_2e47ae8ddc,startseq man in white shirt with white hat holding pair of headphones at field based game endseq
8803,241345446_2e47ae8ddc,startseq man wearing white shirt is carrying headset communications device along the touchline in sports stadium endseq
8804,241345446_2e47ae8ddc,startseq man in visor and polo shirt holding electronic device near sports field endseq
8805,241345522_c3c266a02a,startseq man runs on the football field carrying the ball in front of the ref endseq
8806,241345522_c3c266a02a,startseq man runs with the football at professional or collegiate game endseq
8807,241345522_c3c266a02a,startseq an american footballer in white and purple strip is making run with the ball endseq
8808,241345522_c3c266a02a,startseq uw football player runs with the ball endseq
8809,241345522_c3c266a02a,startseq the football player runs with the ball across the field endseq
8810,241345533_99c731403a,startseq coach at game endseq
8811,241345533_99c731403a,startseq coach for game listens to his headphones and watches the game endseq
8812,241345533_99c731403a,startseq coach wearing white shirt and hat on the sidelines of game endseq
8813,241345533_99c731403a,startseq football coach watches play being made endseq
8814,241345533_99c731403a,startseq man wearing white shirt is wearing an att headphone at game endseq
8815,241345596_91e0e2daf5,startseq crowd wearing red cheers on the red football team endseq
8816,241345596_91e0e2daf5,startseq football players in red congratulate each other as crowds in red cheer behind endseq
8817,241345596_91e0e2daf5,startseq the oklahoma sooners football team discuss their game while fans cheer endseq
8818,241345596_91e0e2daf5,startseq two football players talk during game endseq
8819,241345596_91e0e2daf5,startseq two oklahoma sooner football players talk on the sideline endseq
8820,241345639_1556a883b1,startseq there is college player being tackled in game endseq
8821,241345639_1556a883b1,startseq the two football players in white jerseys and purple pants tackle the player in the red jersey endseq
8822,241345639_1556a883b1,startseq three football players are tackling red uniformed football player during football game endseq
8823,241345639_1556a883b1,startseq three football players in purple uniforms try to tackle player in red uniform endseq
8824,241345639_1556a883b1,startseq two football players try to tackle player of the opposite team endseq
8825,241345656_861aacefde,startseq cheerleader dressed in red smiles and cheers endseq
8826,241345656_861aacefde,startseq smiling blond cheerleader runs with an audience in the background endseq
8827,241345656_861aacefde,startseq smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her endseq
8828,241345656_861aacefde,startseq woman in red sports outfit is running on the grass in front of crowd of spectators endseq
8829,241345656_861aacefde,startseq woman in red suit is running in field in front of crowd endseq
8830,241345721_3f3724a7fc,startseq man tackles another man while playing football endseq
8831,241345721_3f3724a7fc,startseq men playing football endseq
8832,241345721_3f3724a7fc,startseq one football player in red jersey jumping onto player wearing white jersey endseq
8833,241345721_3f3724a7fc,startseq the american footballer wearing red is pushing the player in white to the ground endseq
8834,241345721_3f3724a7fc,startseq two football players bang into each other during football game endseq
8835,241345770_9f8aa6723c,startseq group of football players are playing football endseq
8836,241345770_9f8aa6723c,startseq quarterback gets ready to throw the football endseq
8837,241345770_9f8aa6723c,startseq quarterback ready to pass the football in the middle of play endseq
8838,241345770_9f8aa6723c,startseq quarterback scans the football field while the offensive line protects him endseq
8839,241345770_9f8aa6723c,startseq there is notre dame quarterback dropping back into the pocket at game endseq
8840,241345811_46b5f157d4,startseq coach talks to football player during timeout endseq
8841,241345811_46b5f157d4,startseq football coach speaks with player endseq
8842,241345811_46b5f157d4,startseq football player in red and white is talking to coach endseq
8843,241345811_46b5f157d4,startseq coach talks with football player other players and crowd in background endseq
8844,241345811_46b5f157d4,startseq there is football player in red jersey on the field talking to his coach endseq
8845,241345844_69e1c22464,startseq coach speaking to football player while everyone watches endseq
8846,241345844_69e1c22464,startseq football player from ou talks to the coach about the game endseq
8847,241345844_69e1c22464,startseq football player is talking to his coach endseq
8848,241345844_69e1c22464,startseq the coaching official and football player are talking in front crowd and other team members endseq
8849,241345844_69e1c22464,startseq the coach talks it over with his quarterback during timeout endseq
8850,241345864_138471c9ea,startseq boy cheerleader has girl cheerleader on his knee endseq
8851,241345864_138471c9ea,startseq female cheerleader sits on the knee of male cheerleader endseq
8852,241345864_138471c9ea,startseq cheerleaders taking break endseq
8853,241345864_138471c9ea,startseq the cheerleader in red and white is sitting on the knee of man also wearing red and white endseq
8854,241345864_138471c9ea,startseq two cheerleaders are sitting at football game endseq
8855,241345905_5826a72da1,startseq football player in red jersey getting his knee looked at by another man endseq
8856,241345905_5826a72da1,startseq man is checking out an injured football player at game endseq
8857,241345905_5826a72da1,startseq an injured football player is being nursed on the field in the middle of game endseq
8858,241345905_5826a72da1,startseq two men examine football players leg endseq
8859,241345905_5826a72da1,startseq two men help an injured player on the field endseq
8860,241345942_ea76966542,startseq football player is trying to tackle another one endseq
8861,241345942_ea76966542,startseq man in sooners jersey blocks an attempted uw tackle endseq
8862,241345942_ea76966542,startseq one football player tries to tackle player on the opposing team endseq
8863,241345942_ea76966542,startseq the football player in red keeps the football away from the player in purple and white endseq
8864,241345942_ea76966542,startseq the football player in white is defending against the player in red who is running with the ball endseq
8865,241345981_1ef4f8109c,startseq oklahoma university sooners football team playing against rival endseq
8866,241345981_1ef4f8109c,startseq three football players are in action on the field endseq
8867,241345981_1ef4f8109c,startseq three football players playing game while fans watch from the bleachers endseq
8868,241345981_1ef4f8109c,startseq two american footballers in red are confronted by an opposition player in purple and white whilst being watched by spectators in stadium endseq
8869,241345981_1ef4f8109c,startseq two football players attempt to advance the ball against would be tackler endseq
8870,241346105_c1c860db0d,startseq college football game is in progress endseq
8871,241346105_c1c860db0d,startseq football player runs along the sidelines with football as crowd watches endseq
8872,241346105_c1c860db0d,startseq an american footballer in red strip is running down the side of the field with the ball endseq
8873,241346105_c1c860db0d,startseq the football player is running with football trying to score endseq
8874,241346105_c1c860db0d,startseq the football player is trying to outrun his opponent endseq
8875,241346146_f27759296d,startseq football player from the sooners is about to be taken down by the opposing team in game endseq
8876,241346146_f27759296d,startseq football player tries tackling another player who has the ball endseq
8877,241346146_f27759296d,startseq an sooners football player eluding the tackle of two huskies defenders endseq
8878,241346146_f27759296d,startseq the football player is running with the ball as player of the opposing team grabs his leg endseq
8879,241346146_f27759296d,startseq the sooner football player carrying the ball is trying to avoid being tackled endseq
8880,241346215_037e18403a,startseq horse mascot gives high fives to some football fans endseq
8881,241346215_037e18403a,startseq horse mascot stands in front of several kids endseq
8882,241346215_037e18403a,startseq mascot at sporting event waves to the crowd endseq
8883,241346215_037e18403a,startseq team mascot raising its hands toward people endseq
8884,241346215_037e18403a,startseq oklahoma horse mascot in sea of red fans endseq
8885,241346260_f50d57b517,startseq football players on the field as sooner tries to tackle player endseq
8886,241346260_f50d57b517,startseq men playing football in front of large crowd in stadium endseq
8887,241346260_f50d57b517,startseq oklahoma football player running after wisconsin player during game endseq
8888,241346260_f50d57b517,startseq three football players are running on the field while large crowd is watching endseq
8889,241346260_f50d57b517,startseq three football players turn as crowd wearing red watches endseq
8890,241346317_be3f07bd2e,startseq crowd is standing and cheering at football game endseq
8891,241346317_be3f07bd2e,startseq crowd of people watching football game with player wearing red and cheerleaders also wearing red endseq
8892,241346317_be3f07bd2e,startseq football player is grabbing the ankle of another player who is holding the ball endseq
8893,241346317_be3f07bd2e,startseq an oklahoma football player is about to score endseq
8894,241346317_be3f07bd2e,startseq the fans at football game cheer while the player runs towards the endzone endseq
8895,241346352_c5a0ea43c6,startseq football player is kicking the ball while the opposing fans watch endseq
8896,241346352_c5a0ea43c6,startseq football player kicks the ball during game with red shirted crowd looking on endseq
8897,241346352_c5a0ea43c6,startseq male wearing football uniform kicking football during football game endseq
8898,241346352_c5a0ea43c6,startseq man punting football as fans from the opposing team watch in the background endseq
8899,241346352_c5a0ea43c6,startseq the sooners play another football team number goes after the ball endseq
8900,241346402_5c070a0c6d,startseq man in baseball hat and sunglasses watching an event in crowd endseq
8901,241346402_5c070a0c6d,startseq man in blue hat is watching something that is happening off camera endseq
8902,241346402_5c070a0c6d,startseq man in sunglasses and baseball cap stands beside tv cameraman in stadium full of people endseq
8903,241346402_5c070a0c6d,startseq man in sunglasses and blue cap looking onward endseq
8904,241346402_5c070a0c6d,startseq the man in the gray shirt has blue baseball cap on endseq
8905,241346434_0527ea1c07,startseq football player is in action among other players endseq
8906,241346434_0527ea1c07,startseq football player points endseq
8907,241346434_0527ea1c07,startseq an africanamerican football player wearing jersey number for the university of oklahoma throws football to his left endseq
8908,241346434_0527ea1c07,startseq on football field there is played in red jersey and the crowd is behind him endseq
8909,241346434_0527ea1c07,startseq several football players in stadium endseq
8910,241346471_c756a8f139,startseq an american footballer in red is being tackled by three players in white whilst other red players look on endseq
8911,241346471_c756a8f139,startseq an oklahoma player is tackled playing football endseq
8912,241346471_c756a8f139,startseq football player being tackled by group of other players on field endseq
8913,241346471_c756a8f139,startseq football players are tackling football player carrying the football endseq
8914,241346471_c756a8f139,startseq the football player is being tackled endseq
8915,241346508_0b3907a95b,startseq group of football players running down the field endseq
8916,241346508_0b3907a95b,startseq the crowd is watching football game endseq
8917,241346508_0b3907a95b,startseq the football players in red are attempting play against those in purple white and gold endseq
8918,241346508_0b3907a95b,startseq the man in red has the football and the team in white is nearby endseq
8919,241346508_0b3907a95b,startseq three oklahoma sooners playing football against another team one of the sooners with the ball in their possession endseq
8920,241346580_b3c035d65c,startseq group of men play college football game endseq
8921,241346580_b3c035d65c,startseq red team and white team are playing football endseq
8922,241346580_b3c035d65c,startseq football players avoiding fumble endseq
8923,241346580_b3c035d65c,startseq the football player in red is running with the all towards the player in white endseq
8924,241346580_b3c035d65c,startseq the football players are wearing red and white and the crowd is also wearing red and white endseq
8925,241346709_23204cc2bc,startseq football player clutches the ball while running down the field endseq
8926,241346709_23204cc2bc,startseq football player running with the ball endseq
8927,241346709_23204cc2bc,startseq football player running with the ball at game endseq
8928,241346709_23204cc2bc,startseq football player wearing gold helmet runs holding football endseq
8929,241346709_23204cc2bc,startseq an american footballer in white strip is making run with the ball endseq
8930,241346794_4319f8af67,startseq bunch of football players and crowd endseq
8931,241346794_4319f8af67,startseq football game endseq
8932,241346794_4319f8af67,startseq large group of football players about to start game with large group watching endseq
8933,241346794_4319f8af67,startseq two football teams at the line of scrimmage endseq
8934,241346794_4319f8af67,startseq two football teams lined up before the hike endseq
8935,241346885_f519ece460,startseq football player passes the football to teammate as the crowd looks on endseq
8936,241346885_f519ece460,startseq quarterback hands off the football to running back endseq
8937,241346885_f519ece460,startseq the football players wear purple pants gold helmets and white jerseys endseq
8938,241346885_f519ece460,startseq two football players fight to gain possession of the ball endseq
8939,241346885_f519ece460,startseq two football players make play while the other team looks on endseq
8940,241346923_18bd84bea4,startseq football player runs with ball chased by the opposing team endseq
8941,241346923_18bd84bea4,startseq football player runs with the ball as others run towards him endseq
8942,241346923_18bd84bea4,startseq player has the football as crowd in red and white watches endseq
8943,241346923_18bd84bea4,startseq the american football team in white are attempting to stop the player in red who is running with the ball endseq
8944,241346923_18bd84bea4,startseq two teams playing football game in packed stadium endseq
8945,241346971_c100650320,startseq football player in blue and one in red play in game endseq
8946,241346971_c100650320,startseq sooners football player moves quickly on the field as another player runs endseq
8947,241346971_c100650320,startseq the guy in the blue and white jersey is running and the guy in the red and white jersey is falling endseq
8948,241346971_c100650320,startseq the two players on opposite teams are in the middle of football game while others watch endseq
8949,241346971_c100650320,startseq two men play football endseq
8950,241347067_e58d05dbdc,startseq football player getting tackle endseq
8951,241347067_e58d05dbdc,startseq football player is tackled endseq
8952,241347067_e58d05dbdc,startseq some football players in red jerseys taking another in white jersey to the ground endseq
8953,241347067_e58d05dbdc,startseq three football players from red team tackling one player from white team endseq
8954,241347067_e58d05dbdc,startseq three football players tackle another player who is holding ball endseq
8955,241347114_6273736da8,startseq red uniformed football player tackles an opposing player endseq
8956,241347114_6273736da8,startseq one football player is tackling another player endseq
8957,241347114_6273736da8,startseq there are two football players in red jerseys tackling man wearing white jersey endseq
8958,241347114_6273736da8,startseq three football players and two are fighting for the ball endseq
8959,241347114_6273736da8,startseq two football players are tackling one player of the opposite team endseq
8960,241347150_5ff37818c2,startseq football player in purple uniform holds the ball while player in red tries to tackle him endseq
8961,241347150_5ff37818c2,startseq football player in white is being tackled by oklahoma university player endseq
8962,241347150_5ff37818c2,startseq an american footballer in red outfit is attacking the player in white who is running with the ball whilst other players are nearby endseq
8963,241347150_5ff37818c2,startseq sooners football player is tackling an opposing player endseq
8964,241347150_5ff37818c2,startseq the receiver is tackled after making the catch endseq
8965,241347204_007d83e252,startseq football player in red and white is holding both hands up endseq
8966,241347204_007d83e252,startseq football players gather around the referees endseq
8967,241347204_007d83e252,startseq football players gathering to contest something to collaborating officials endseq
8968,241347204_007d83e252,startseq oklahoma university football players in front of crowd of sooners fans and next to three referees endseq
8969,241347204_007d83e252,startseq the red and white football team is talking with the officials endseq
8970,241347214_5f19e7998c,startseq sooners football player in his red and white uniform being lifted by two teamates dressed the same endseq
8971,241347214_5f19e7998c,startseq football players in red and white are jumping and hugging endseq
8972,241347214_5f19e7998c,startseq the football players in the red and white team uniforms are jumping up and down endseq
8973,241347214_5f19e7998c,startseq three athletes in red and white uniforms and helmets endseq
8974,241347214_5f19e7998c,startseq three football players wearing red jerseys are on the field endseq
8975,241347243_c751557497,startseq football player quarterback in red sooners jersey and red helmet prepares to receive snap endseq
8976,241347243_c751557497,startseq football players huddle and get ready for the game endseq
8977,241347243_c751557497,startseq football players stand at the line of scrimmage endseq
8978,241347243_c751557497,startseq oklahoma sooner football players on the field endseq
8979,241347243_c751557497,startseq the sooners quarterback is waiting for the snap from his center endseq
8980,241347271_a39a5a0070,startseq football game in progress endseq
8981,241347271_a39a5a0070,startseq football players are on the field endseq
8982,241347271_a39a5a0070,startseq men play football as crowd watches endseq
8983,241347271_a39a5a0070,startseq quarterback waiting for snap of football endseq
8984,241347271_a39a5a0070,startseq two football teams compete endseq
8985,241347300_7c84ecf764,startseq football player being tackled from behind by another player from different team in front of crowd endseq
8986,241347300_7c84ecf764,startseq football player in sooners jersey runs down field with large crowd in the background endseq
8987,241347300_7c84ecf764,startseq football player in red being tackled by opponents in white endseq
8988,241347300_7c84ecf764,startseq football player wearing number white jersey tackles football player wearing red number three jersey while fans cheer endseq
8989,241347300_7c84ecf764,startseq football tackle in progress with crowd in the background endseq
8990,241347356_8a515555fd,startseq football player tries diving after another player endseq
8991,241347356_8a515555fd,startseq pro football player tackles another player on the goal line in crowded stadium endseq
8992,241347356_8a515555fd,startseq football player in white and purple uniform with legs being tackled by player in red and white uniform endseq
8993,241347356_8a515555fd,startseq football player tackling another player in football game endseq
8994,241347356_8a515555fd,startseq the red football player is grabbing the purple and white player leg to try and stop him endseq
8995,241347391_4fcd4639f4,startseq football layer wearing red shirt endseq
8996,241347391_4fcd4639f4,startseq football player facing off against two others endseq
8997,241347391_4fcd4639f4,startseq football player for the sooners stands in front of the oppsing team waiting for the next play endseq
8998,241347391_4fcd4639f4,startseq football player in red uniform is standing in front of other football players in stadium endseq
8999,241347391_4fcd4639f4,startseq defensive player waiting for the snap endseq
9000,241347441_d3dd9b129f,startseq football player for the sooners is preparing for the next play during game endseq
9001,241347441_d3dd9b129f,startseq football player in sooners uniform endseq
9002,241347441_d3dd9b129f,startseq football player wearing sooners uniform with the number endseq
9003,241347441_d3dd9b129f,startseq man in red football uniform prepares to play endseq
9004,241347441_d3dd9b129f,startseq the football player dressed in red looks down field endseq
9005,241347460_81d5d62bf6,startseq football player kicks the ball endseq
9006,241347460_81d5d62bf6,startseq an oklahoma football player attempts to kick the ball endseq
9007,241347460_81d5d62bf6,startseq player for the oklahoma sooners football team punts the ball during game endseq
9008,241347460_81d5d62bf6,startseq oklahoma university kicker kicking the football endseq
9009,241347460_81d5d62bf6,startseq the football player in red kicks off the ball endseq
9010,241347496_1a35fec8dc,startseq football player holding football endseq
9011,241347496_1a35fec8dc,startseq football player in red gets ready to throw football endseq
9012,241347496_1a35fec8dc,startseq lone football player wearing red and white jersay holding football endseq
9013,241347496_1a35fec8dc,startseq the football player dressed in red and white gets ready to throw the ball endseq
9014,241347496_1a35fec8dc,startseq the football player gets ready to throw the ball endseq
9015,241347547_902725b9f8,startseq football coach standing with his players behind him endseq
9016,241347547_902725b9f8,startseq group of football players in gold helmets stand around man in purple shirt endseq
9017,241347547_902725b9f8,startseq group of footballs players is standing behind coaching official endseq
9018,241347547_902725b9f8,startseq man in blue shirt is surrounded by football players endseq
9019,241347547_902725b9f8,startseq man surrounded by football players endseq
9020,241347580_a1e20321d3,startseq two blonde girls wear sports jerseys while watching game together endseq
9021,241347580_a1e20321d3,startseq two girls sit near wall and watch sporting event endseq
9022,241347580_a1e20321d3,startseq two girls wearing red jerseys each with long light brown hair sit in the stands endseq
9023,241347580_a1e20321d3,startseq two young blonde girls in red and white ball uniforms with people behind them endseq
9024,241347580_a1e20321d3,startseq two young girls appear to be at attention during the national anthem endseq
9025,241347611_cb265be138,startseq coach in white polo shirt on football field endseq
9026,241347611_cb265be138,startseq football coach is walking on football field endseq
9027,241347611_cb265be138,startseq man in white shirt is walking on football field in front of some players endseq
9028,241347611_cb265be138,startseq man on the coaching staff for ou has sunglasses on his head during football game endseq
9029,241347611_cb265be138,startseq team manager out on the football field during game endseq
9030,241347635_e691395c2f,startseq man in sunglasses blue shirt and beige pants walks across an athletic field endseq
9031,241347635_e691395c2f,startseq man is walking along field endseq
9032,241347635_e691395c2f,startseq man walks down field with crowd in the stands behind him endseq
9033,241347635_e691395c2f,startseq the head coach is walking out on the field endseq
9034,241347635_e691395c2f,startseq the man with the white pants and blue nike shirt has whistle around his neck endseq
9035,241347664_4a3e7e5be7,startseq football team doing excercises endseq
9036,241347664_4a3e7e5be7,startseq football team doing their stretches before the game starts endseq
9037,241347664_4a3e7e5be7,startseq football players are stretching together endseq
9038,241347664_4a3e7e5be7,startseq the football players are working on stretching their legs endseq
9039,241347664_4a3e7e5be7,startseq the four football players in red stretch on the green turf endseq
9040,241347689_d0b1ac297d,startseq african americans play football endseq
9041,241347689_d0b1ac297d,startseq group of football players in red and white uniforms endseq
9042,241347689_d0b1ac297d,startseq large group of football players sitting on field wearing red and white jerseys endseq
9043,241347689_d0b1ac297d,startseq many football players sitting on the ground endseq
9044,241347689_d0b1ac297d,startseq two men in football uniforms sit on the grass looking unhappy endseq
9045,241347700_ef2451d256,startseq fan checks his cellphone while watching football game endseq
9046,241347700_ef2451d256,startseq man dressed in red takes picture of sporting event endseq
9047,241347700_ef2451d256,startseq man in red shirt is watching football game endseq
9048,241347700_ef2451d256,startseq man in red holds up cellphone on the sidelines of football game endseq
9049,241347700_ef2451d256,startseq man in red takes cellphone pictures at football game endseq
9050,241347760_d44c8d3a01,startseq man is wearing sooners red football shirt and helmet endseq
9051,241347760_d44c8d3a01,startseq oklahoma sooners football player wearing his jersey number endseq
9052,241347760_d44c8d3a01,startseq sooners football player weas the number and black armbands endseq
9053,241347760_d44c8d3a01,startseq guy in red and white football uniform endseq
9054,241347760_d44c8d3a01,startseq the american footballer is wearing red and white strip endseq
9055,241347803_afb04b12c4,startseq football player is in red and white uniform sooners endseq
9056,241347803_afb04b12c4,startseq large football player in red uniform endseq
9057,241347803_afb04b12c4,startseq man in red football uniform and helmet looks to the left endseq
9058,241347803_afb04b12c4,startseq the oklahoma football player watches the game from the sidelines endseq
9059,241347803_afb04b12c4,startseq this football team wears red shirts and red helmets endseq
9060,241347823_6b25c3e58e,startseq closeup photo of football player for the sooners team who is wearing red jersey with the number endseq
9061,241347823_6b25c3e58e,startseq football player with red sooners jersey on endseq
9062,241347823_6b25c3e58e,startseq man wearing red football uniform and gray gloves looks to the left endseq
9063,241347823_6b25c3e58e,startseq an american footballer is wearing red and white strip endseq
9064,241347823_6b25c3e58e,startseq man in playing football in sooners jersey number endseq
9065,241374292_11e3198daa,startseq crowd of people standing in front of statues endseq
9066,241374292_11e3198daa,startseq group of people gather in front of plastic statues endseq
9067,241374292_11e3198daa,startseq group of people gathering around parade float endseq
9068,241374292_11e3198daa,startseq several people are gathered by some statues endseq
9069,241374292_11e3198daa,startseq some people are gathered around truck carrying some statues endseq
9070,2414352262_005ae90407,startseq child in red jacket jumping off of rock into sand endseq
9071,2414352262_005ae90407,startseq girl jumps off rock while another stands on it endseq
9072,2414352262_005ae90407,startseq girl with red coat is jumping and the girl in the brown coat is holding stick endseq
9073,2414352262_005ae90407,startseq this girl is jumping off of rock onto the sand endseq
9074,2414352262_005ae90407,startseq young girl in winter coat jumping off boulder into the sand at beach endseq
9075,2414384480_096867d695,startseq group of people are standing on platform and waiting for the subway train endseq
9076,2414384480_096867d695,startseq commuters on subway platform as the train pulls in endseq
9077,2414384480_096867d695,startseq crowd waiting fro the train endseq
9078,2414384480_096867d695,startseq many people wait for the train endseq
9079,2414384480_096867d695,startseq several people wait for train endseq
9080,2414390475_28a0107bb0,startseq guy with long brown curly hair wearing white tshirt is looking into the camera with something in his mouth endseq
9081,2414390475_28a0107bb0,startseq man in white tshirt eating candy endseq
9082,2414390475_28a0107bb0,startseq man with lolly pop in his mouth smiles endseq
9083,2414390475_28a0107bb0,startseq person with lolly pop and white shirt is smiling in store endseq
9084,2414390475_28a0107bb0,startseq person in graphic print tshirt standing in front of shelves of purses and shoes endseq
9085,2414397449_2ac3b78e0d,startseq little white and black dog is leaping over big brown dog head in field of green grass endseq
9086,2414397449_2ac3b78e0d,startseq small dog lands on big dog trying to get disc endseq
9087,2414397449_2ac3b78e0d,startseq small white dogs leaps over the back of larger dog to chase his toy endseq
9088,2414397449_2ac3b78e0d,startseq two dogs are playing in field of tall grass endseq
9089,2414397449_2ac3b78e0d,startseq white and black dog jumping over red haired dog in grass endseq
9090,2414710960_a4cde4af60,startseq black and white dog wearing blue shirt carrying toy in its mouth endseq
9091,2414710960_a4cde4af60,startseq brown dog with blue suit on is playing with toy over fake grass endseq
9092,2414710960_a4cde4af60,startseq dog in blue sweater leaps while holding an object in its mouth endseq
9093,2414710960_a4cde4af60,startseq dog wearing blue sweater holds yellow toy in its mouth endseq
9094,2414710960_a4cde4af60,startseq the black dog is wearing blue jacket and playing with toy endseq
9095,2414986483_004936f84b,startseq girl dances like man in costume endseq
9096,2414986483_004936f84b,startseq little girl and man dancing endseq
9097,2414986483_004936f84b,startseq man in black suit dances with young girl in plaid pants in an outdoor plaza endseq
9098,2414986483_004936f84b,startseq the girl in the pink top is dancing with man dressed in blues brothers suit endseq
9099,2414986483_004936f84b,startseq the little girl dances with blues brothers impersonator endseq
9100,2415265825_fbfe0c8556,startseq black dog walking on the beach endseq
9101,2415265825_fbfe0c8556,startseq black dog walks along rocky beach endseq
9102,2415265825_fbfe0c8556,startseq wet black dog is walking in the sand endseq
9103,2415265825_fbfe0c8556,startseq wet black dog walks on the sand with rock wall behind endseq
9104,2415265825_fbfe0c8556,startseq large furry dog walking in the sand near large rocks endseq
9105,2415803492_56a673dc25,startseq man and girl stand in front of large crowd endseq
9106,2415803492_56a673dc25,startseq man dances with girl endseq
9107,2415803492_56a673dc25,startseq man in suit dances with young girl in front of an audience endseq
9108,2415803492_56a673dc25,startseq man wearing black dances with young girl wearing pink shirt endseq
9109,2415803492_56a673dc25,startseq the man wearing the blues brothers suit is dancing with the little girl in the pink top endseq
9110,2416964653_db3c2b6a0e,startseq two little girls with no facial expressions stand close to each other in city endseq
9111,2416964653_db3c2b6a0e,startseq two young asian girls look off into the distance while standing in an urban area endseq
9112,2416964653_db3c2b6a0e,startseq two young asian girls stand in the street and look concerned endseq
9113,2416964653_db3c2b6a0e,startseq two young girls look at something endseq
9114,2416964653_db3c2b6a0e,startseq two young girls looking very concerned endseq
9115,2417341107_97dbab9c5e,startseq boy in black clothes is doing cartwheel on the beach endseq
9116,2417341107_97dbab9c5e,startseq kid is doing handstand on the beach endseq
9117,2417341107_97dbab9c5e,startseq person with black shorts and shirt does handstand on the beach endseq
9118,2417341107_97dbab9c5e,startseq young boy doing handstand on the beach endseq
9119,2417341107_97dbab9c5e,startseq the person is doing handstand on the beach endseq
9120,2417623030_afdc1024b5,startseq group of people stand on brick path endseq
9121,2417623030_afdc1024b5,startseq four runners pose for picture endseq
9122,2417623030_afdc1024b5,startseq they are posing for picture endseq
9123,2417623030_afdc1024b5,startseq two couples stop to take photo endseq
9124,2417623030_afdc1024b5,startseq two young couples posing for picture in exercise clothing endseq
9125,2417745327_a2c2705043,startseq brown dog runs through the water as wave comes endseq
9126,2417745327_a2c2705043,startseq brown dog runs through the water in the ocean endseq
9127,2417745327_a2c2705043,startseq dog is running through the ocean endseq
9128,2417745327_a2c2705043,startseq the brown dog is running in the water endseq
9129,2417745327_a2c2705043,startseq the brown dog is running parallel to the waves in the water endseq
